NC_000866|Enterobacteria phage T4|
YP_007111540.1|7|
YP_007111541.1|0|
YP_007111542.1|0|
YP_007111543.1|0|
YP_007111544.1|1|
YP_007111545.1|0|
YP_007111546.1|0|
YP_007111547.1|0|
YP_007111548.1|0|
YP_007111549.1|0|
YP_007111550.1|0|
YP_007111551.1|0|
YP_007111552.1|0|
YP_007111553.1|0|
YP_007111554.1|0|
YP_007111555.1|0|
YP_007111556.1|0|
YP_007111557.1|0|
YP_007111558.1|0|
YP_007111559.1|0|
YP_007111560.1|0|
YP_007111561.1|0|
YP_007111562.1|0|
YP_007111563.1|0|
YP_007111564.1|0|
YP_007111565.1|0|
YP_007111566.1|0|
YP_007111567.1|0|
YP_007111568.1|0|
YP_007111569.1|0|
YP_007111570.1|0|
YP_007111571.1|0|
YP_007111572.1|0|
*
NC_019708|Enterobacteria phage mEp235|
YP_007111577.1|0|
YP_007111578.1|16|
YP_007111579.1|11|
YP_007111580.1|2|
YP_007111581.1|1|
YP_007111582.1|0|
YP_007111583.1|0|
YP_007111584.1|0|
YP_007111585.1|0|
YP_007111586.1|1|
YP_007111587.1|0|
YP_007111588.1|0|
YP_007111589.1|0|
YP_007111590.1|0|
YP_007111591.1|1|
YP_007111592.1|0|
YP_007111593.1|0|
YP_007111594.1|0|
YP_007111595.1|0|
YP_007111596.1|0|
YP_007111597.1|0|
YP_007111598.1|0|
YP_007111599.1|0|
YP_007111600.1|0|
YP_007111601.1|0|
YP_007111602.1|0|
YP_007111603.1|0|
YP_007111604.1|0|
YP_007111605.1|0|
YP_007111606.1|1|
YP_007111607.1|12|
YP_007111608.1|0|
YP_007111609.1|0|
YP_007111610.1|0|
YP_007111611.1|0|
YP_007111612.1|0|
YP_007111613.1|0|
YP_007111614.1|0|
YP_007111615.1|0|
YP_007111616.1|1|
YP_007111617.1|0|
YP_007111618.1|0|
YP_007111619.1|0|
YP_007111620.1|0|
YP_007111621.1|5|
YP_007111622.1|0|
YP_007111623.1|0|
YP_007111624.1|1|
YP_007111625.1|0|
YP_007111626.1|0|
YP_007111627.1|0|
YP_007111628.1|0|
YP_007111629.1|0|
YP_007111630.1|0|
YP_007111631.1|0|
YP_007111632.1|0|
YP_007111633.1|0|
YP_007111634.1|0|
YP_007111635.1|0|
YP_007111636.1|0|
YP_007111637.1|0|
*
NC_019709|Enterobacteria phage mEpX1|
YP_007111638.1|0|
YP_007111639.1|1|
YP_007111640.1|2|
YP_007111641.1|0|
YP_007111642.1|1|
YP_007111643.1|0|
YP_007111644.1|0|
YP_007111645.1|1|
YP_007111646.1|0|
YP_007111647.1|0|
YP_007111648.1|0|
YP_007111649.1|0|
YP_007111650.1|0|
YP_007111651.1|0|
YP_007111652.1|0|
YP_007111653.1|0|
YP_007111654.1|1|
YP_007111655.1|0|
YP_007111656.1|0|
YP_007111657.1|0|
YP_007111658.1|0|
YP_007111659.1|0|
YP_007111660.1|0|
YP_007111661.1|0|
YP_007111662.1|0|
YP_007111663.1|0|
YP_007111664.1|1|
YP_007111665.1|0|
YP_007111666.1|0|
YP_007111667.1|0|
YP_007111668.1|0|
YP_007111669.1|0|
YP_007111670.1|0|
YP_007111671.1|4|
YP_007111672.1|0|
YP_007111673.1|0|
YP_007111674.1|0|
YP_007111675.1|0|
YP_007111676.1|0|
YP_007111677.1|0|
YP_007111678.1|0|
YP_007111679.1|0|
YP_007111680.1|0|
YP_007111681.1|0|
YP_007111682.1|0|
YP_007111683.1|0|
YP_007111684.1|1|
YP_007111685.1|0|
YP_007111686.1|0|
YP_007111687.1|1|
YP_007111688.1|0|
YP_007111689.1|0|
YP_007111690.1|0|
YP_007111691.1|0|
YP_007111692.1|0|
YP_007111693.1|0|
YP_007111694.1|0|
YP_007111695.1|0|
YP_007111696.1|0|
YP_007111697.1|0|
YP_007111698.1|0|
YP_007111699.1|0|
YP_007111700.1|1|
YP_007111701.1|0|
YP_007111702.1|0|
YP_007111703.1|0|
*
NC_019710|Enterobacteria phage HK140|
YP_007111704.1|0|
YP_007111705.1|1|
YP_007111706.1|2|
YP_007111707.1|0|
YP_007111708.1|1|
YP_007111709.1|0|
YP_007111710.1|0|
YP_007111711.1|0|
YP_007111712.1|0|
YP_007111713.1|1|
YP_007111714.1|0|
YP_007111715.1|0|
YP_007111716.1|0|
YP_007111717.1|0|
YP_007111718.1|1|
YP_007111719.1|0|
YP_007111720.1|0|
YP_007111721.1|0|
YP_007111722.1|0|
YP_007111723.1|0|
YP_007111724.1|0|
YP_007111725.1|0|
YP_007111726.1|0|
YP_007111727.1|0|
YP_007111728.1|0|
YP_007111729.1|0|
YP_007111730.1|0|
YP_007111731.1|0|
YP_007111732.1|0|
YP_007111733.1|0|
YP_007111734.1|0|
YP_007111735.1|0|
YP_007111736.1|0|
YP_007111737.1|0|
YP_007111738.1|0|
YP_007111739.1|0|
YP_007111740.1|0|
YP_007111741.1|0|
YP_007111742.1|0|
YP_007111743.1|0|
YP_007111744.1|4|
YP_007111745.1|0|
YP_007111746.1|0|
YP_007111747.1|0|
YP_007111748.1|0|
YP_007111749.1|0|
YP_007111750.1|0|
YP_007111751.1|0|
YP_007111752.1|1|
YP_007111753.1|0|
YP_007111754.1|0|
YP_007111755.1|0|
YP_007111756.1|0|
YP_007111757.1|0|
YP_007111758.1|0|
YP_007111759.1|0|
YP_007111760.1|0|
YP_007111761.1|0|
YP_007111762.1|0|
YP_007111763.1|0|
YP_007111764.1|0|
YP_007111765.1|0|
YP_007111766.1|0|
YP_007111767.1|0|
YP_007111768.1|0|
YP_007111769.1|0|
YP_007111770.1|0|
YP_007111771.1|0|
YP_007111772.1|0|
YP_007111773.1|0|
YP_007111774.1|0|
*
NC_019711|Enterobacteria phage HK629|
YP_007111775.1|0|
YP_007111776.1|1|
YP_007111777.1|0|
YP_007111778.1|0|
YP_007111779.1|0|
YP_007111780.1|0|
YP_007111781.1|0|
YP_007111782.1|0|
YP_007111783.1|0|
YP_007111784.1|0|
YP_007111785.1|0|
YP_007111786.1|0|
YP_007111787.1|0|
YP_007111788.1|0|
YP_007111789.1|0|
YP_007111790.1|0|
YP_007111791.1|0|
YP_007111792.1|0|
YP_007111793.1|5|
YP_007111794.1|0|
YP_007111795.1|0|
YP_007111796.1|0|
YP_007111797.1|0|
YP_007111798.1|0|
YP_007111799.1|0|
YP_007111800.1|0|
YP_007111801.1|0|
YP_007111802.1|0|
YP_007111803.1|0|
YP_007111804.1|0|
YP_007111805.1|0|
YP_007111806.1|0|
YP_007111807.1|0|
YP_007111808.1|0|
YP_007111809.1|0|
YP_007111810.1|2|
YP_007111811.1|0|
YP_007111812.1|0|
YP_007111813.1|0|
YP_007111814.1|4|
YP_007111815.1|0|
YP_007111816.1|0|
YP_007111817.1|0|
YP_007111818.1|0|
YP_007111819.1|0|
YP_007111820.1|1|
YP_007111821.1|0|
YP_007111822.1|0|
YP_007111823.1|0|
YP_007111824.1|1|
YP_007111825.1|5|
YP_007111826.1|0|
YP_007111827.1|1|
YP_007111828.1|0|
YP_007111829.1|0|
YP_007111830.1|0|
YP_007111831.1|0|
YP_007111832.1|0|
YP_007111833.1|0|
YP_007111834.1|0|
YP_007111835.1|0|
YP_007111836.1|0|
YP_007111837.1|0|
YP_007111838.1|0|
YP_007111839.1|0|
YP_007111840.1|0|
YP_007111841.1|0|
YP_007111842.1|0|
YP_007111843.1|0|
*
NC_019713|Vibrio phage vB_VpaS_MAR10|
YP_007111847.1|1|
YP_007111848.1|0|
YP_007111849.1|0|
YP_007111850.1|0|
YP_007111851.1|0|
YP_007111852.1|0|
YP_007111853.1|0|
YP_007111854.1|0|
YP_007111855.1|0|
YP_007111856.1|0|
YP_007111857.1|0|
YP_007111858.1|5|
YP_007111859.1|0|
YP_007111860.1|0|
YP_007111861.1|0|
YP_007111862.1|0|
YP_007111863.1|0|
YP_007111864.1|0|
YP_007111865.1|0|
YP_007111866.1|0|
YP_007111867.1|0|
YP_007111868.1|0|
YP_007111869.1|0|
YP_007111870.1|0|
YP_007111871.1|0|
YP_007111872.1|0|
YP_007111873.1|0|
YP_007111874.1|0|
YP_007111875.1|0|
YP_007111876.1|0|
YP_007111877.1|0|
YP_007111878.1|0|
YP_007111879.1|0|
YP_007111880.1|0|
YP_007111881.1|0|
YP_007111882.1|0|
YP_007111883.1|0|
YP_007111884.1|0|
YP_007111885.1|0|
YP_007111886.1|0|
YP_007111887.1|0|
YP_007111888.1|0|
YP_007111889.1|1|
YP_007111890.1|0|
YP_007111891.1|0|
YP_007111892.1|0|
YP_007111893.1|0|
YP_007111894.1|0|
YP_007111895.1|0|
YP_007111896.1|0|
YP_007111897.1|0|
YP_007111898.1|0|
YP_007111899.1|0|
YP_007111900.1|0|
YP_007111901.1|0|
YP_007111902.1|0|
YP_007111903.1|0|
YP_007111904.1|0|
YP_007111905.1|0|
YP_007111906.1|0|
YP_007111907.1|0|
YP_007111908.1|0|
YP_007111909.1|0|
YP_007111910.1|0|
YP_007111911.1|0|
YP_007111912.1|0|
YP_007111913.1|0|
YP_007111914.1|0|
YP_007111915.1|0|
YP_007111916.1|0|
YP_007111917.1|0|
YP_007111918.1|0|
YP_007111919.1|0|
YP_007111920.1|0|
YP_007111921.1|0|
YP_007111922.1|1|
YP_007111923.1|0|
YP_007111924.1|0|
YP_007111925.1|0|
YP_007111926.1|0|
YP_007111927.1|0|
YP_007111928.1|0|
YP_007111929.1|0|
YP_007111930.1|0|
YP_007111931.1|0|
YP_007111932.1|0|
YP_007111933.1|0|
YP_007111934.1|0|
YP_007111935.1|0|
YP_007111936.1|0|
YP_007111937.1|0|
YP_007111938.1|0|
YP_007111939.1|0|
YP_007111940.1|0|
YP_007111941.1|0|
YP_007111942.1|0|
YP_007111943.1|0|
YP_007111944.1|0|
YP_007111945.1|0|
YP_007111946.1|0|
YP_007111947.1|0|
YP_007111948.1|0|
YP_007111949.1|0|
YP_007111950.1|0|
YP_007111951.1|0|
YP_007111952.1|0|
YP_007111953.1|0|
*
NC_019714|Enterobacteria phage HK446|
YP_007111954.1|0|
YP_007111955.1|1|
YP_007111956.1|2|
YP_007111957.1|0|
YP_007111958.1|1|
YP_007111959.1|0|
YP_007111960.1|0|
YP_007111961.1|1|
YP_007111962.1|0|
YP_007111963.1|0|
YP_007111964.1|0|
YP_007111965.1|0|
YP_007111966.1|0|
YP_007111967.1|0|
YP_007111968.1|0|
YP_007111969.1|0|
YP_007111970.1|1|
YP_007111971.1|0|
YP_007111972.1|0|
YP_007111973.1|0|
YP_007111974.1|0|
YP_007111975.1|0|
YP_007111976.1|0|
YP_007111977.1|0|
YP_007111978.1|0|
YP_007111979.1|0|
YP_007111980.1|0|
YP_007111981.1|0|
YP_007111982.1|0|
YP_007111983.1|0|
YP_007111984.1|0|
YP_007111985.1|7|
YP_007111986.1|0|
YP_007111987.1|0|
YP_007111988.1|0|
YP_007111989.1|0|
YP_007111990.1|0|
YP_007111991.1|0|
YP_007111992.1|0|
YP_007111993.1|1|
YP_007111994.1|0|
YP_007111995.1|0|
YP_007111996.1|0|
YP_007111997.1|0|
YP_007111998.1|6|
YP_007111999.1|0|
YP_007112000.1|0|
YP_007112001.1|0|
YP_007112002.1|0|
YP_007112003.1|0|
YP_007112004.1|0|
YP_007112005.1|0|
YP_007112006.1|0|
YP_007112007.1|0|
YP_007112008.1|0|
YP_007112009.1|0|
YP_007112010.1|0|
YP_007112011.1|0|
YP_007112012.1|0|
YP_007112013.1|0|
*
NC_019715|Enterobacterial phage mEp234|
YP_007112014.1|0|
YP_007112015.1|1|
YP_007112016.1|2|
YP_007112017.1|0|
YP_007112018.1|1|
YP_007112019.1|0|
YP_007112020.1|0|
YP_007112021.1|1|
YP_007112022.1|0|
YP_007112023.1|0|
YP_007112024.1|0|
YP_007112025.1|0|
YP_007112026.1|0|
YP_007112027.1|0|
YP_007112028.1|0|
YP_007112029.1|0|
YP_007112030.1|1|
YP_007112031.1|0|
YP_007112032.1|0|
YP_007112033.1|0|
YP_007112034.1|0|
YP_007112035.1|0|
YP_007112036.1|0|
YP_007112037.1|0|
YP_007112038.1|0|
YP_007112039.1|0|
YP_007112040.1|0|
YP_007112041.1|0|
YP_007112042.1|7|
YP_007112043.1|0|
YP_007112044.1|0|
YP_007112045.1|0|
YP_007112046.1|1|
YP_007112047.1|0|
YP_007112048.1|0|
YP_007112049.1|0|
YP_007112050.1|0|
YP_007112051.1|0|
YP_007112052.1|1|
YP_007112053.1|0|
YP_007112054.1|0|
YP_007112055.1|0|
YP_007112056.1|1|
YP_007112057.1|3|
YP_007112058.1|0|
YP_007112059.1|0|
YP_007112060.1|0|
YP_007112061.1|0|
YP_007112062.1|0|
YP_007112063.1|0|
YP_007112064.1|0|
YP_007112065.1|0|
YP_007112066.1|0|
YP_007112067.1|0|
YP_007112068.1|0|
YP_007112069.1|0|
YP_007112070.1|0|
YP_007112071.1|0|
YP_007112072.1|0|
YP_007112073.1|0|
YP_007112074.1|0|
*
NC_019716|Enterobacteria phage mEp460|
YP_007112075.1|0|
YP_007112076.1|0|
YP_007112077.1|0|
YP_007112078.1|1|
YP_007112079.1|5|
YP_007112080.1|0|
YP_007112081.1|0|
YP_007112082.1|0|
YP_007112083.1|0|
YP_007112084.1|0|
YP_007112085.1|0|
YP_007112086.1|0|
YP_007112087.1|0|
YP_007112088.1|0|
YP_007112089.1|0|
YP_007112090.1|5|
YP_007112091.1|0|
YP_007112092.1|0|
YP_007112093.1|0|
YP_007112094.1|0|
YP_007112095.1|0|
YP_007112096.1|1|
YP_007112097.1|0|
YP_007112098.1|0|
YP_007112099.1|0|
YP_007112100.1|1|
YP_007112101.1|0|
YP_007112102.1|0|
YP_007112103.1|0|
YP_007112104.1|0|
YP_007112105.1|0|
YP_007112106.1|0|
YP_007112107.1|1|
YP_007112108.1|0|
YP_007112109.1|0|
YP_007112110.1|0|
YP_007112111.1|0|
YP_007112112.1|0|
YP_007112113.1|0|
YP_007112114.1|0|
YP_007112115.1|0|
YP_007112116.1|0|
YP_007112117.1|0|
YP_007112118.1|0|
YP_007112119.1|0|
YP_007112120.1|0|
YP_007112121.1|1|
YP_007112122.1|0|
YP_007112123.1|0|
YP_007112124.1|0|
YP_007112125.1|0|
YP_007112126.1|0|
YP_007112127.1|1|
YP_007112128.1|0|
YP_007112129.1|0|
YP_007112130.1|0|
YP_007112131.1|0|
YP_007112132.1|0|
YP_007112133.1|0|
*
NC_019717|Enterobacteria phage HK225|
YP_007112134.1|0|
YP_007112135.1|0|
YP_007112136.1|0|
YP_007112137.1|0|
YP_007112138.1|2|
YP_007112139.1|0|
YP_007112140.1|0|
YP_007112141.1|0|
YP_007112142.1|0|
YP_007112143.1|0|
YP_007112144.1|0|
YP_007112145.1|0|
YP_007112146.1|0|
YP_007112147.1|0|
YP_007112148.1|0|
YP_007112149.1|0|
YP_007112150.1|1|
YP_007112151.1|0|
YP_007112152.1|0|
YP_007112153.1|0|
YP_007112154.1|6|
YP_007112155.1|0|
YP_007112156.1|0|
YP_007112157.1|0|
YP_007112158.1|0|
YP_007112159.1|0|
YP_007112160.1|0|
YP_007112161.1|0|
YP_007112162.1|0|
YP_007112163.1|1|
YP_007112164.1|0|
YP_007112165.1|0|
YP_007112166.1|0|
YP_007112167.1|0|
YP_007112168.1|0|
YP_007112169.1|0|
YP_007112170.1|0|
YP_007112171.1|0|
YP_007112172.1|0|
YP_007112173.1|0|
YP_007112174.1|0|
YP_007112175.1|0|
YP_007112176.1|0|
YP_007112177.1|0|
YP_007112178.1|0|
YP_007112179.1|0|
YP_007112180.1|0|
YP_007112181.1|0|
YP_007112182.1|0|
YP_007112183.1|0|
YP_007112184.1|0|
YP_007112185.1|0|
YP_007112186.1|0|
YP_007112187.1|0|
YP_007112188.1|0|
YP_007112189.1|0|
YP_007112190.1|0|
YP_007112191.1|0|
YP_007112192.1|0|
YP_007112193.1|0|
YP_007112194.1|0|
YP_007112195.1|1|
YP_007112196.1|1|
YP_007112197.1|0|
YP_007112198.1|0|
YP_007112199.1|0|
YP_007112200.1|0|
YP_007112201.1|0|
YP_007112202.1|0|
*
NC_019718|Enterobacteria phage vB_EcoS_Rogue1|
YP_007112203.1|0|
YP_007112204.1|0|
YP_007112205.1|0|
YP_007112206.1|0|
YP_007112207.1|0|
YP_007112208.1|0|
YP_007112209.1|0|
YP_007112210.1|0|
YP_007112211.1|0|
YP_007112212.1|0|
YP_007112213.1|0|
YP_007112214.1|0|
YP_007112215.1|0|
YP_007112216.1|0|
YP_007112217.1|0|
YP_007112218.1|0|
YP_007112219.1|0|
YP_007112220.1|0|
YP_007112221.1|0|
YP_007112222.1|0|
YP_007112223.1|1|
YP_007112224.1|0|
YP_007112225.1|1|
YP_007112226.1|0|
YP_007112227.1|0|
YP_007112228.1|0|
YP_007112229.1|0|
YP_007112230.1|0|
YP_007112231.1|0|
YP_007112232.1|0|
YP_007112233.1|0|
YP_007112234.1|0|
YP_007112235.1|0|
YP_007112236.1|0|
YP_007112237.1|0|
YP_007112238.1|0|
YP_007112239.1|0|
YP_007112240.1|3|
YP_007112241.1|0|
YP_007112242.1|0|
YP_007112243.1|0|
YP_007112244.1|0|
YP_007112245.1|0|
YP_007112246.1|2|
YP_007112247.1|0|
YP_007112248.1|0|
YP_007112249.1|0|
YP_007112250.1|0|
YP_007112251.1|0|
YP_007112252.1|0|
YP_007112253.1|0|
YP_007112254.1|0|
YP_007112255.1|0|
YP_007112256.1|0|
YP_007112257.1|0|
YP_007112258.1|0|
YP_007112259.1|2|
YP_007112260.1|0|
YP_007112261.1|0|
YP_007112262.1|0|
YP_007112263.1|0|
YP_007112264.1|0|
YP_007112265.1|0|
YP_007112266.1|0|
YP_007112267.1|0|
YP_007112268.1|0|
YP_007112269.1|0|
YP_007112270.1|0|
YP_007112271.1|0|
YP_007112272.1|0|
YP_007112273.1|0|
YP_007112274.1|0|
YP_007112275.1|0|
YP_007112276.1|0|
*
NC_019719|Enterobacteria phage HK633|
YP_007112277.1|0|
YP_007112278.1|1|
YP_007112279.1|2|
YP_007112280.1|0|
YP_007112281.1|1|
YP_007112282.1|0|
YP_007112283.1|0|
YP_007112284.1|1|
YP_007112285.1|0|
YP_007112286.1|0|
YP_007112287.1|0|
YP_007112288.1|0|
YP_007112289.1|0|
YP_007112290.1|0|
YP_007112291.1|0|
YP_007112292.1|0|
YP_007112293.1|0|
YP_007112294.1|0|
YP_007112295.1|0|
YP_007112296.1|0|
YP_007112297.1|0|
YP_007112298.1|0|
YP_007112299.1|0|
YP_007112300.1|0|
YP_007112301.1|0|
YP_007112302.1|0|
YP_007112303.1|0|
YP_007112304.1|0|
YP_007112305.1|0|
YP_007112306.1|0|
YP_007112307.1|0|
YP_007112308.1|0|
YP_007112309.1|0|
YP_007112310.1|0|
YP_007112311.1|0|
YP_007112312.1|7|
YP_007112313.1|0|
YP_007112314.1|0|
YP_007112315.1|0|
YP_007112316.1|0|
YP_007112317.1|1|
YP_007112318.1|0|
YP_007112319.1|0|
YP_007112320.1|0|
YP_007112321.1|0|
YP_007112322.1|0|
YP_007112323.1|0|
YP_007112324.1|0|
YP_007112325.1|0|
YP_007112326.1|1|
YP_007112327.1|5|
YP_007112328.1|0|
YP_007112329.1|1|
YP_007112330.1|0|
YP_007112331.1|0|
YP_007112332.1|0|
YP_007112333.1|0|
YP_007112334.1|0|
YP_007112335.1|0|
YP_007112336.1|0|
YP_007112337.1|0|
YP_007112338.1|0|
YP_007112339.1|0|
YP_007112340.1|0|
YP_007112341.1|0|
YP_007112342.1|0|
YP_007112343.1|0|
*
NC_019720|Enterobacterial phage mEp213|
YP_007112344.1|0|
YP_007112345.1|0|
YP_007112346.1|0|
YP_007112347.1|1|
YP_007112348.1|10|
YP_007112349.1|0|
YP_007112350.1|0|
YP_007112351.1|0|
YP_007112352.1|0|
YP_007112353.1|0|
YP_007112354.1|0|
YP_007112355.1|0|
YP_007112356.1|0|
YP_007112357.1|0|
YP_007112358.1|0|
YP_007112359.1|5|
YP_007112360.1|0|
YP_007112361.1|6|
YP_007112362.1|0|
YP_007112363.1|0|
YP_007112364.1|0|
YP_007112365.1|0|
YP_007112366.1|0|
YP_007112367.1|0|
YP_007112368.1|0|
YP_007112369.1|0|
YP_007112370.1|0|
YP_007112371.1|0|
YP_007112372.1|0|
YP_007112373.1|0|
YP_007112374.1|0|
YP_007112375.1|0|
YP_007112376.1|0|
YP_007112377.1|0|
YP_007112378.1|0|
YP_007112379.1|0|
YP_007112380.1|0|
YP_007112381.1|0|
YP_007112382.1|7|
YP_007112383.1|0|
YP_007112384.1|0|
YP_007112385.1|0|
YP_007112386.1|0|
YP_007112387.1|1|
YP_007112388.1|0|
YP_007112389.1|0|
YP_007112390.1|0|
YP_007112391.1|0|
YP_007112392.1|0|
YP_007112393.1|0|
YP_007112394.1|0|
YP_007112395.1|0|
YP_007112396.1|0|
YP_007112397.1|0|
YP_007112398.1|0|
YP_007112399.1|0|
YP_007112400.1|6|
YP_007112401.1|0|
YP_007112402.1|0|
YP_007112403.1|0|
YP_007112404.1|0|
YP_007112405.1|0|
YP_007112406.1|0|
YP_007112407.1|0|
YP_007112408.1|0|
YP_007112409.1|0|
YP_007112410.1|0|
YP_007112411.1|0|
YP_007112412.1|0|
YP_007112413.1|0|
YP_007112414.1|0|
YP_007112415.1|0|
YP_007112416.1|0|
YP_007112417.1|0|
*
NC_019721|Enterobacterial phage mEp390|
YP_007112418.1|0|
YP_007112419.1|1|
YP_007112420.1|2|
YP_007112421.1|0|
YP_007112422.1|1|
YP_007112423.1|0|
YP_007112424.1|0|
YP_007112425.1|0|
YP_007112426.1|0|
YP_007112427.1|0|
YP_007112428.1|0|
YP_007112429.1|0|
YP_007112430.1|1|
YP_007112431.1|0|
YP_007112432.1|0|
YP_007112433.1|1|
YP_007112434.1|0|
YP_007112435.1|0|
YP_007112436.1|0|
YP_007112437.1|0|
YP_007112438.1|0|
YP_007112439.1|0|
YP_007112440.1|0|
YP_007112441.1|0|
YP_007112442.1|0|
YP_007112443.1|0|
YP_007112444.1|0|
YP_007112445.1|0|
YP_007112446.1|0|
YP_007112447.1|0|
YP_007112448.1|0|
YP_007112449.1|0|
YP_007112450.1|1|
YP_007112451.1|0|
YP_007112452.1|0|
YP_007112453.1|0|
YP_007112454.1|0|
YP_007112455.1|0|
YP_007112456.1|0|
YP_007112457.1|0|
YP_007112458.1|0|
YP_007112459.1|0|
YP_007112460.1|0|
YP_007112461.1|0|
YP_007112462.1|0|
YP_007112463.1|0|
YP_007112464.1|2|
YP_007112465.1|0|
YP_007112466.1|0|
YP_007112467.1|5|
YP_007112468.1|0|
YP_007112469.1|0|
YP_007112470.1|0|
YP_007112471.1|0|
YP_007112472.1|0|
YP_007112473.1|0|
YP_007112474.1|0|
YP_007112475.1|0|
YP_007112476.1|0|
*
NC_019722|Vibrio phage vB_VpaM_MAR|
YP_007112477.1|0|
YP_007112478.1|0|
YP_007112479.1|0|
YP_007112480.1|10|
YP_007112481.1|0|
YP_007112482.1|0|
YP_007112483.1|2|
YP_007112484.1|0|
YP_007112485.1|0|
YP_007112486.1|0|
YP_007112487.1|0|
YP_007112488.1|0|
YP_007112489.1|0|
YP_007112490.1|0|
YP_007112491.1|0|
YP_007112492.1|0|
YP_007112493.1|0|
YP_007112494.1|0|
YP_007112495.1|0|
YP_007112496.1|0|
YP_007112497.1|0|
YP_007112498.1|0|
YP_007112499.1|0|
YP_007112500.1|0|
YP_007112501.1|0|
YP_007112502.1|0|
YP_007112503.1|0|
YP_007112504.1|0|
YP_007112505.1|0|
YP_007112506.1|0|
YP_007112507.1|0|
YP_007112508.1|0|
YP_007112509.1|0|
YP_007112510.1|0|
YP_007112511.1|0|
YP_007112512.1|0|
YP_007112513.1|0|
YP_007112514.1|0|
YP_007112515.1|0|
YP_007112516.1|2|
YP_007112517.1|0|
YP_007112518.1|0|
YP_007112519.1|0|
YP_007112520.1|0|
YP_007112521.1|1|
YP_007112522.1|0|
YP_007112523.1|0|
YP_007112524.1|0|
YP_007112525.1|0|
YP_007112526.1|0|
YP_007112527.1|0|
YP_007112528.1|0|
YP_007112529.1|0|
YP_007112530.1|0|
YP_007112531.1|0|
YP_007112532.1|0|
YP_007112533.1|0|
YP_007112534.1|5|
YP_007112535.1|0|
YP_007112536.1|3|
YP_007112537.1|1|
YP_007112538.1|0|
*
NC_019723|Enterobacteria phage HK630|
YP_007112539.1|0|
YP_007112540.1|1|
YP_007112541.1|0|
YP_007112542.1|0|
YP_007112543.1|0|
YP_007112544.1|0|
YP_007112545.1|0|
YP_007112546.1|0|
YP_007112547.1|0|
YP_007112548.1|0|
YP_007112549.1|0|
YP_007112550.1|0|
YP_007112551.1|0|
YP_007112552.1|0|
YP_007112553.1|0|
YP_007112554.1|0|
YP_007112555.1|0|
YP_007112556.1|0|
YP_007112557.1|5|
YP_007112558.1|0|
YP_007112559.1|0|
YP_007112560.1|0|
YP_007112561.1|0|
YP_007112562.1|0|
YP_007112563.1|0|
YP_007112564.1|0|
YP_007112565.1|0|
YP_007112566.1|0|
YP_007112567.1|0|
YP_007112568.1|0|
YP_007112569.1|0|
YP_007112570.1|0|
YP_007112571.1|0|
YP_007112572.1|0|
YP_007112573.1|0|
YP_007112574.1|12|
YP_007112575.1|0|
YP_007112576.1|0|
YP_007112577.1|0|
YP_007112578.1|0|
YP_007112579.1|0|
YP_007112580.1|0|
YP_007112581.1|0|
YP_007112582.1|0|
YP_007112583.1|1|
YP_007112584.1|0|
YP_007112585.1|0|
YP_007112586.1|0|
YP_007112587.1|0|
YP_007112588.1|5|
YP_007112589.1|0|
YP_007112590.1|0|
YP_007112591.1|1|
YP_007112592.1|0|
YP_007112593.1|0|
YP_007112594.1|0|
YP_007112595.1|0|
YP_007112596.1|0|
YP_007112597.1|0|
YP_007112598.1|0|
YP_007112599.1|0|
YP_007112600.1|0|
YP_007112601.1|0|
YP_007112602.1|0|
YP_007112603.1|0|
YP_007112604.1|0|
YP_007112605.1|0|
YP_007112606.1|0|
YP_007112607.1|0|
*
NC_019724|Enterobacteria phage HK578|
YP_007112608.1|0|
YP_007112609.1|2|
YP_007112610.1|0|
YP_007112611.1|0|
YP_007112612.1|0|
YP_007112613.1|0|
YP_007112614.1|0|
YP_007112615.1|0|
YP_007112616.1|0|
YP_007112617.1|0|
YP_007112618.1|0|
YP_007112619.1|0|
YP_007112620.1|0|
YP_007112621.1|0|
YP_007112622.1|0|
YP_007112623.1|0|
YP_007112624.1|0|
YP_007112625.1|0|
YP_007112626.1|0|
YP_007112627.1|3|
YP_007112628.1|0|
YP_007112629.1|0|
YP_007112630.1|0|
YP_007112631.1|0|
YP_007112632.1|0|
YP_007112633.1|0|
YP_007112634.1|0|
YP_007112635.1|0|
YP_007112636.1|0|
YP_007112637.1|0|
YP_007112638.1|0|
YP_007112639.1|0|
YP_007112640.1|6|
YP_007112641.1|0|
YP_007112642.1|0|
YP_007112643.1|0|
YP_007112644.1|0|
YP_007112645.1|4|
YP_007112646.1|0|
YP_007112647.1|1|
YP_007112648.1|1|
YP_007112649.1|0|
YP_007112650.1|0|
YP_007112651.1|0|
YP_007112652.1|0|
YP_007112653.1|0|
YP_007112654.1|0|
YP_007112655.1|0|
YP_007112656.1|0|
YP_007112657.1|0|
YP_007112658.1|0|
YP_007112659.1|0|
YP_007112660.1|0|
YP_007112661.1|0|
YP_007112662.1|0|
YP_007112663.1|0|
YP_007112664.1|0|
YP_007112665.1|0|
YP_007112666.1|7|
YP_007112667.1|0|
*
NC_019725|Escherichia phage ADB-2|
YP_007112668.1|0|
YP_007112669.1|0|
YP_007112670.1|0|
YP_007112671.1|0|
YP_007112672.1|0|
YP_007112673.1|0|
YP_007112674.1|0|
YP_007112675.1|0|
YP_007112676.1|0|
YP_007112677.1|0|
